,acronym,meaning_wiktionary,meaning_pdf,meaning_any
2594,"מד""רייה",,"[']מקום עבודתו של המד""ר  ופקודיו בתוספת הסיומת ־יה']",True
2595,"מדר""ן",,['מדריך נווטים'],True
2596,"מדש""ק",,['מד־שיפוע קנה'],True
2597,"מדש""ש",,['מד־שיפוע שדה'],True
2598,"מד""ת",,['מרכז דיווח ותפוצה מה מהירות'],True
2599,"מ""ה",,"['מגהרץ ]גם מה""צ; ראו גם ;]MHz', 'משקל המראה;', 'מערכת הפעלה ;', 'מרכז ההובלה ;', 'מס הכנסה 116']",True
2600,"מה""ב",,['מרכז ההובלה '],True
2601,"מהב""ן",,['מרכז הפעלה ובקרה של נשקים'],True
2602,"מה""ג",,"['מוסד להשכלה גבוהה ;', 'מערך הגנת הגבולות;', 'מחלקת הגנה']",True
2603,"מהגנ""א",,"['מפקדת ההגנה האווירית;', 'מפקד מערך ההגנה האווירית']",True
2604,"מה""ד",,['מחלקת ההדרכה '],True
2605,"מהו""ב",,['מערכות הספק ובקרה'],True
2606,"מהו""ת",,"['מרכז התמודדות ותמיכה;', 'מסע זהות;', 'מערכות מידע, הדרכה ותמיכה;', 'מערכת הפעלה ותשתיות']",True
2607,"מה""ז",,['מערכות הזנה '],True
2608,"מה""ט",,"['המרכז להכשרה טכנולוגית ;', 'מערכות הגנה מטילים']",True
2609,"מה""י",,"['מפקד הכשרות היסוד;', 'מרכז הכשרות היסוד']",True
2610,"מהי""ר",,['מערך הצלה ישראלי לרעידות אדמה ראו גם ]FIRST'],True
2611,"מה""ל",,['המשמר הלאומי '],True
2612,"מהל""ש",,['מהלך השירות'],True
2613,"מה""ם",,['מרכז הכשרות מיוחדות '],True
2614,"מהמ""ן",,"['מוצב־מרכז הגנת מרחב נתב""ג']",True
2615,"מה""ן",,['מפקד הנדסה'],True
2616,"מהנ""פ",,['מפקד הנדסה פיקודי'],True
2617,"מהנ""פיה",,['מפקדת הנדסה פיקודית'],True
2618,"מה""ס",,['מפקד הספקה פיקודי '],True
2619,"מהס""ג",,['מפקד הספקה גיסי'],True
2620,"מהס""פ",,['מפקד הספקה פיקודי '],True
2621,"מה""פ",,['מרכז הספקה פיקודי'],True
2622,"מה""ץ",,"['מגהרץ ]גם מ""ה; ראו גם ]MHz']",True
2623,"מה""ק",,"['מכשיר הקרנה ;', 'מפקדת הגנה קרקעית;', 'מחוץ להשפעת הקרקע;', 'מחלקת ביטחון להגנה קרקעית']",True
2624,"מה""ר",,"['מטען־הודף רקטי ]הגו: מה""ר; ראו RAP וגם ]RPC']",True
2625,"מוא""ז",,"['מועצה אזורית מוג', 'מוגבל;', 'מוגבר']",True
2626,"מודכ""ל",,['מודיעין כללי'],True
2627,"מוד""ל",,['מודיע לניסיון'],True
2628,"מוד""ץ",,['מודיעין צבאי'],True
2629,"מו""ז",,['מפקדות וזרועות'],True
2630,"מו""ח",,"['מרכז וידאו חילי ;', 'מורה חיילת;', 'מיקוש וחבלה']",True
2631,"מוכ""ם",,"['מפעיל מכ""ם ']",True
2632,"מו""ל",,"['מנהלה ולוגיסטיקה;', 'מוציא לאור']",True
2633,"מו""מ",,['משא ומתן '],True
2634,"מו""ם",,['מידע ומחקר'],True
2635,"מו""ן",,"['מתקנים וניהול;', 'משטר ונוהג']",True
2636,"מונ""א",,['מוקש נגד־אדם '],True
2637,"מו""ס",,['מודיעין וסיור'],True
2638,"מוס""ח",,['מוסדות חינוך '],True
2639,"מוס""ף",,['מודם ספרתי'],True
2640,"מועבי""ט",,['מועצת הביטחון  '],True
2641,"מועה""ב",,"['מועצת הביטחון  ]גם מועבי""ט, מועהב""ט']",True
2642,"מועהב""ט",,"['מועצת הביטחון  ]גם מועבי""ט, מועה""ב']",True
2643,"מוע""מ",,['מועצה מקומית '],True
2644,"מו""פ",,['מחקר ופיתוח ]ראו גם ]R&D מופ״ז מוצב פיקוד זירתי'],True
2645,"מופל""א",,"[""מודל פיתוח להדרכה אינטראקטיבית אינטראקטיבית' בעברית: הידודית""]",True
2646,"מופ""ת",,"['מת""ש , מרכז השירות לפרט ומנהל הפרישה ]לרוב נכתב ""מופת', 'מקצועות ההפעלה והתקשורת;', 'מחקר ופיתוח ;', 'מחקר ופיענוח תצ""א;', 'מחקר ופיתוח תוכנה']",True
2647,"מו""צ",,['מושל צבאי'],True
2648,"מוצ""ש",,['מוצבי שליטה מוק מוקטן'],True
2649,"מו""ר",,"['מורשת ורוח;', 'מסורת ורוח']",True
2650,"מורי""ה",,['מורשת קרב וידיעת הארץ'],True
2651,"מורנ""ט",,['מוקש רחק נגד־טנקים ]ראו גם ]RAAM 118'],True
2652,"מו""ש",,['מיכון ושיטות'],True
2653,"מושל""ם",,"['מוצב שליטה מרכזי ;', 'מוקד שלישות לפניות המילואים']",True
2654,"מות""ק",,"['מוקד תקלות מז', 'מזרח או מזרחי;', 'מזכיר או מזכירה']",True
2655,"מ""ז",,"['מודיעין מזדמן;', ""מכון ז'בוטינסקי;"", 'מספר זנב']",True
2656,"מז""א",,['מזג אוויר '],True
2657,"מזא""פ",,['מעבדה לזיהוי אלקטרוני פלילי'],True
2658,"מזא""ר",,['מזרח אירופה'],True
2659,"מז""ב",,['מזר בכיר '],True
2660,"מזה""ר",,['המזרח הרחוק'],True
2661,"מזה""ת",,['המזרח התיכון'],True
2662,"מזו""א",,['מיזוג אוויר'],True
2663,"מזו""ר",,"['מרכז זימון תורים, מידע ופניות של חיל הרפואה']",True
2664,"מז""ח",,"['מנוף זחלי;', 'מפסק זרם־חוזר']",True
2665,"מז""ך",,['מחולל זרמי כוונת'],True
2666,"מזכ""ץ",,['המזכיר הצבאי'],True
2667,"מז""ם",,"['מטוס זעיר־משקל;', 'מפקדת זירת מערכה;', 'מכלול זירת מבצעים;', 'מזר מתקדם ']",True
2668,"מז""פ",,"['מעבדה לזיהוי פלילי;', 'מרכז זיהוי פיקודי;', 'מפסק זרם פחת']",True
2669,"מז""ר",,['מספר זיהוי ראשוני'],True
2670,"מז""ת",,"['מערכת זימון תורים מח', 'מחלקה או מחלקתי;', 'מחפורת 119']",True
2671,"מ""ח",,"['מכשיר חלקי ;', 'משמר החופים ;', 'מרכז חישובים;', 'מיקוש וחבלה;', 'מעבר חובה']",True
2672,"מח""ב",,"['מפקד חבל;', 'מרכז חוליית בסיס']",True
2673,"מחב""ט",,['מטען חלול לבורות ייקוש וטמונים'],True
2674,"מחב""ם",,['המערך לביטחון המידע'],True
2675,"מח""ג",,['מחלקת חימוש גדודית '],True
2676,"מחה""ס",,['מחלקת הסגל'],True
2677,"מחו""ה",,"['מרכז החינוך וההשכלה ]השם התקין של היחידה: מחו""ת אלון']",True
2678,"מחו""פ",,"['מנהלה, חילוץ ופינוי']",True
2679,"מח""ז",,['מטען חלול זעיר'],True
2680,"מח""ח",,"['מחסן חלקי חילוף מח""ח נמס""ה שבעה עקרונות לקליעה[ מצב גוף הרובה, חמש נקודות האחיזה, חוק המכוון; נשימה, מצב אפס סחיטת ההדק, הכרזה']",True
2681,"מחט""ב",,['מפקדת החטיבה'],True
2682,"מחט""פ",,['מפקד חוליה טכנית פלוגתית'],True
2683,"מחכ""א",,['מחלקת כוח־האדם'],True
2684,"מחכ""ל",,['מחלקה כללית'],True
2685,"מח""ל",,"['מטען חלול ;', 'מתנדב חו""ל']",True
2686,"מח""ם",,"['מערכות חשבונאות ממוכנת;', 'מערכות חימוש מתקדמות']",True
2687,"מחמ""ד",,"['מחקר ומידע;', 'מחלקת המדינה ']",True
2688,"מחמ""ט",,['מחקר מטה'],True
2689,"מח""ן",,['מפקד חטיבת הנוער '],True
2690,"מחנוע""ל",,['מחנות עולים 120'],True
2691,"מחנ""ט",,['מחלקה נגד־טנקים '],True
2692,"מחס""ס",,"['מכניס חנ""ה וסוגר סדן']",True
2693,"מחס""ר",,['מחלקת סיור'],True
2694,"מח""פ",,['מפתח חד־פעמי'],True
2695,"מח""ץ",,"['מרכז החיפושוההצלה;', ""מועדון 'חבר' לצרכנות;"", 'מקצועי, חימושי, צה""לי;', 'מחלקת חיילים וצבא;', 'מערכת חניכת צוות;', 'מידע חי""ר צנחנים;', 'מערכת חיצונית;', 'מיפוי חובק צרכנים;', 'מפקדת חטיבת צי""ד ;', 'מרכז חילוץ;', 'מנהלת החרדים הצבאית;', 'מציל חיים צבאי']",True
2696,"מחצ""ב",,['המרכז למחקרים צבאיים'],True
2697,"מחצבי""ם",,"['מנהיגות חינוכית צה""לית בירושלים']",True
2698,"מחצ""ד",,['מחלקת הציוד'],True
2699,"מח""ק",,"['מחלקת חקירות;', 'מערכת חודרן קוני ']",True
2700,"מחק""ש",,['מחקר שפה'],True
2701,"מח""ר",,"['מחלקת מערכות החימוש והרק""ם  ]במפא""ת', 'מדעי הרוח והחברה;', 'המחלקה הרוויזיונסטית;', 'מדדי חיל הרפואה;', 'מחולל חוקת הרשומת']",True
2702,"מחר""ק",,['מערכת חימוש ראש קרבי'],True
2703,"מח""ש",,"['מחנה שבויים ;', 'המחלקה לחקירות שוטרים;', 'מחלקת החימוש ']",True
2704,"מחש""א",,"['מרכז חימוש אווירי ;', 'מחנה השבויים הארצי']",True
2705,"מחשב""ה",,"['מיכון חימוש הבצ""פים  וסדנאות ההובלה', 'מיכון החימוש במערך הנפרס']",True
2706,"מחש""ג",,['מפקד־חימוש גיסי '],True
2707,"מחש""פ",,"['מפקד־חימוש פיקודי ;', 'מחנה שבויים פיקודי ]בוטל; במקומו נקבע: מש""פ']",True
2708,"מחש""ק",,['מחשבת קרב'],True
2709,"מח""ת",,['מערכות חשמל תעשייתיות '],True
2710,"מחת""ם",,['מחלקה לתפקידי מטה'],True
2711,"מחתמ""א",,"['מרכז כובד, נכסים חיוניים, תורפות, מה יכריע, איך יכריע']",True
2712,"מחת""ק",,"[""מחלקת הטיפול בתגובות קרב ]המונח התקני ל־ combat stress הוא עקת קרב )לפנים: 'הלם קרב המונח הכללי לפוסט טראומה הוא הלמת 121""]",True
2713,"מחת""ר",,"['מחלקת התרבות מט', 'מטען או מטען;', 'מטאורולוגיה או מטאורולוגי']",True
2714,"מט""א",,"['מרכז טיפולים אוגדתי ;', 'מד־טווח אופטי']",True
2715,"מטא""ם",,['מרכז טכנולוגיה אחזקתי־מרחבי'],True
2716,"מטא""ר",,['המטה הארצי '],True
2717,"מט""ב",,"['מכ""ם טווח בלבד']",True
2718,"מטה""ד",,['מטה הדסקים'],True
2719,"מטו""ם",,['המטות המשולבים ]המונח התקני הוא: המטות המשותפים מפני שמדובר במטות בין־זרועיות'],True
2720,"מט""ז",,"['מטווח זעיר;', 'מטען זעיר לסילוק פצצות אוויר']",True
2721,"מט""ח",,['מטבע חוץ '],True
2722,"מט""ט",,['מכשירן טילים וטורפדות'],True
2723,"מטי""ד",,['מטען יד'],True
2724,"מט""ל",,"['מד־טווח לייזר ]ראו גם ;]LRF', 'מרכז טכנולוגיסטי ;', 'המטה הלאומי ללוחמה כלכלית בטרור ]במשהב""ט']",True
2725,"מטלו""ג",,['מרכז קטלוג'],True
2726,"מטל""ם",,"['מרכז טכנולוגיסטי ;', 'מרכז טכני־לוגיסטי במס""ד )= מספנת הציוד']",True
2727,"מטל""פ",,"['מפקד טכנולוגיה ואחזקה פיקודי ]ראוי לנסח: מפקד יחידות הטנ""א של הפיקוד']",True
2728,"מטל""ר",,['מטול רקטות ]ראו גם ]RL'],True
2729,"מט""ם",,['מטבע מקומי'],True
2730,"מטמו""ן",,"['מבצעים, טכנולוגיה, מחקר ופיתוח וניסויים']",True
2731,"מטמ""ץ",,['מטה מבצעי'],True
2732,"מטמ""ר",,['מטאורולוגיה מרחבית'],True
2733,"מט""ן",,"['משחית טנקים ]ראו גם ;]TD', 'מפעל לטיפול בערכות מגן']",True
2734,"מט""ס",,['מדעי הטיסה'],True
2735,"מטק""ר",,['מטוס קרב'],True
2736,"מט""ר",,['מערכת טיהור מטרו מטאורולוגיה או מטאורולוגי'],True
2737,"מטר""ס",,['מטרת סוללה'],True
2738,"מטר""ע",,['מטרה רבת־ערך ]ראו גם ]HVT'],True
2739,"מטר""ק",,['מטול רקטות רב־קני ]ראו גם ]MRL'],True
2740,"מטר""ש",,['המטה הראשי'],True
2741,"מט""ש",,['מכון לטיהור שפכים'],True
2742,"מ""י",,"['מיל ימי ]= 1,852 מטר ; ראו גם ;]nm', 'משטרת ישראל ]בסימנים מוסכמים – בלי גרשיים', 'מטען ישראלי;', ' המערכות הייעודיות;', 'מפרט יסוד']",True
2743,"מי""א",,['מפקד יחידת אש '],True
2744,"מי""ב",,['מתחם ירי בתיאום'],True
2745,"מיד""ן",,['מערכת מידע על נפגעים אזרחיים בשעת חירום'],True
2746,"מי""ה",,"['מודיעין יחידות השדה ;', 'מיכון יום הגיוס']",True
2747,"מיו""ם",,['מערכות ירי ומיקוש'],True
2748,"מיו""ר",,['מיון רפואי'],True
2749,"מי""ט",,['מוט יציבות טען'],True
2750,"מיט""ל",,"['מידע וטכנולוגיות לחו""ל מיל', 'מילואים ]ראו גם ;]RC', 'מילואה']",True
2751,"מי""ל",,['מזון ישיר לחייל'],True
2752,"מיל""א",,"['מרכז ימ""חים לוגיסטיים אוגדתי ']",True
2753,"מילב""ת",,"['המרכז הישראלי לאבזרי עזר, בינוי ותחבורה לנכים']",True
2754,"מיל""ה",,['מכשיר ימי להעברת הודעות '],True
2755,"מי""ם",,['מיל ימי '],True
2756,"מימ""ד",,"['מערכות ידע ומידע;', 'מוקד, ידע ומגדר']",True
2757,"מי""ע",,['משטרת היישובים העבריים 123'],True
2758,"מי""ק",,['מרכז ידיעות הקרב ]ראו גם ]CIC'],True
2759,"מיקו""ם",,['מכון הייעוץ לאנשי הקבע ולמשפחותיהם'],True
2760,"מי""ר",,['מידע רלוונטי'],True
2761,"מירו""ץ",,"['מיכון יחידות רכב וצמ""ה ציוד־מכני הנדסי( מגויס', 'מחשוב יר""מים ויצ""מים']",True
2762,"מית""ר",,"['מרכז ייעוץ תעסוקתי רפואי;', 'מפעיל יחידות תקשורת רדיו מכ מכונאי או מכונאות']",True
2763,"מכבי""ם",,"['מיכון בה""דים']",True
2764,"מכהנ""א",,['מפקדת מערך ההגנה האווירית'],True
2765,"מכו""ן",,"['מכ""ם ונגד־לוחמה אלקטרונית']",True
2766,"מכו""ש",,"['מערכת כליאה ושיטור;', 'מעברים, כליאה ושיטור']",True
2767,"מכ""ך",,['מקלע כבד'],True
2768,"מכ""כ",,['מפקד כיתת כוננות'],True
2769,"מכ""ל",,"['מערכת כלי עבודה;', 'מקצועות כלליים']",True
2770,"מכל""ל",,['המפקדה הכללית '],True
2771,"מכ""ם",,['מוצא כיוון ומרחק ]כיום יש הכותבים בלי גרשיים: מכם; ראו גם ]radar'],True
2772,"מכמ""א",,"['מכ""ם אוויר']",True
2773,"מכמ""ד",,['מכשירים מדויקים'],True
2774,"מכמ""ק",,"['מכ""ם קרקע']",True
2775,"מכמ""ש",,"['מכ""ם ומש""קים']",True
2776,"מכמ""ת",,['מרגמה כבדה מתנייעת'],True
2777,"מכ""ן",,['מגלה כיוון ]ראו גם ]DF'],True
2778,"מכנ""ת",,['מכלול נתונים'],True
2779,"מכ""ס",,"['מכלול כשירות הסד""כ']",True
2780,"מכ""ר",,['מכונאי רכב'],True
2781,"מכ""ש",,"['משגיח כשרות;', 'מוסמך כשרות ;', 'מכלאת שבויים']",True
2782,"מכשו""ב",,"['מכשור ובקרה;', 'מכשור ובקרת טיסה']",True
2783,"מכש""פ",,['מכלאת שבויים פיקודית'],True
2784,"מכת""ז",,['מכונית התזה '],True
2785,"מ""ל",,"['מהירות לוע;', 'מעבר לגבול;', 'מיליליטר מ""ל 2 מלחמת לבנון השנייה ]ראו: מל""ש']",True
2786,"מל""א",,"['מערכות לוחמה אלקטרוניות ;', 'מרכז לוחמה אלקטרונית;', ""מרכז לאימונים אורבניים ]'אורבני' בעברית: עירוני; מומלץ לנסח: 'מרכז לאימונים בשטח בנוי""]",True
